天津市|00000
突发|00000
地质|00000
灾害|00000
应急|00000
预案|00000
总则|00000
编制|00000
目的|00000
规范|00000
应对|00000
事件|00000
提高|00000
能力|00000
避免|00000
或|00000
最大|00000
限度|00000
减轻|00000
造成|00000
的|00000
损失|00000
维护|00000
人民|00000
生命|00000
财产|00000
安全|00000
和|00000
社会|00000
稳定|00000
依据|00000
中华人民共和国|00000
法|00000
防治|00000
条例|00000
国家|00000
总体|00000
等|00000
法律|00000
法规|00000
规范性|00000
文件|00000
结合|00000
本市|00000
实际|00000
制定|00000
本|00000
工作|00000
原则|00000
预防|00000
为主|00000
以|00000
人|00000
为|00000
坚持|00000
至上|00000
把|00000
保障|00000
群众|00000
作为|00000
出发点|00000
落脚点|00000
建立|00000
健全|00000
群测群防|00000
机制|00000
最|00000
大|00000
程度|00000
减少|00000
统一|00000
指挥|00000
分工|00000
负责|00000
在|00000
市委|00000
领导|00000
下|00000
按照|00000
市|00000
人民政府|00000
部署|00000
要求|00000
有关|00000
部门|00000
蓟州区人民政府|00000
各司其职|00000
密切|00000
配合|00000
共同|00000
做|00000
好|00000
分级|00000
管理|00000
属地|00000
根据|00000
分布|00000
特点|00000
区|00000
两|00000
级|00000
体系|00000
事发区|00000
先期|00000
处置|00000
灾情|00000
响应|00000
适用|00000
范围|00000
是|00000
专项|00000
于|00000
行政区域|00000
内|00000
因|00000
自然|00000
因素|00000
或者|00000
人为|00000
活动|00000
引发|00000
危害|00000
山|00000
体|00000
崩塌|00000
滑坡|00000
泥石流|00000
地面|00000
塌陷|00000
与|00000
作用|00000
险情|00000
规模|00000
从|00000
高|00000
到|00000
低|00000
分为|00000
特别|00000
重大|00000
较|00000
个|00000
级别|00000
若|00000
中|00000
规定|00000
发生|00000
调整|00000
其|00000
受|00000
威胁|00000
需|00000
搬迁|00000
转移|00000
人数|00000
含|00000
以上|00000
潜在|00000
经济|00000
灾|00000
死亡|00000
直接|00000
元|00000
以下|00000
由|00000
地质灾害|00000
指挥部|00000
各|00000
成员|00000
单位|00000
配套|00000
市级|00000
方案|00000
蓟州区|00000
构成|00000
组织|00000
机构|00000
设立|00000
天津市突发地质灾害|00000
简称|00000
组成|00000
人员|00000
如下|00000
长|00000
分管|00000
副|00000
市长|00000
第一|00000
指挥长|00000
自然资源|00000
秘书长|00000
应急局|00000
规划|00000
资源局|00000
主要|00000
同志|00000
规划资源局|00000
卫生|00000
健康委|00000
市交通运输委|00000
市委宣传部|00000
市委网信办|00000
市公安局|00000
民政局|00000
水务局|00000
住房|00000
城乡建设委|00000
城市|00000
管理委|00000
市教委|00000
农业|00000
农村委|00000
发展改革委|00000
市财政局|00000
文化|00000
旅游局|00000
气象局|00000
通信管理局|00000
市粮食|00000
物资局|00000
商务局|00000
国网天津市电力公司|00000
武警天津总队|00000
消防|00000
救援|00000
总队|00000
市指挥部|00000
职责|00000
贯彻|00000
落实|00000
市政府|00000
关于|00000
指导|00000
开展|00000
对|00000
受灾|00000
地区|00000
进行|00000
紧急|00000
协调|00000
驻|00000
津|00000
武警|00000
部队|00000
参加|00000
抢险|00000
救灾|00000
办事|00000
下设|00000
天津市突发地质灾害应急指挥部|00000
办公室|00000
设|00000
主任|00000
局长|00000
担任|00000
处|00000
室|00000
联络员|00000
日常|00000
各项|00000
编修|00000
及|00000
修订|00000
相关|00000
承办|00000
交办|00000
其他|00000
事项|00000
局|00000
承担|00000
决定|00000
下达|00000
命令|00000
队伍|00000
调度|00000
统筹|00000
做好|00000
临时|00000
安置|00000
妥善|00000
安排|00000
生活|00000
统计|00000
以及|00000
款物|00000
分配|00000
发放|00000
监督|00000
行业|00000
生产|00000
经营|00000
事故|00000
防范|00000
隐患|00000
治理|00000
协助|00000
及其|00000
情况|00000
新闻|00000
发布|00000
市规划资源局|00000
调查|00000
核实|00000
时间|00000
地点|00000
影响|00000
诱发|00000
监测|00000
实时|00000
掌握|00000
动态|00000
及时|00000
分析|00000
预测|00000
发展|00000
趋势|00000
随时|00000
变化|00000
提出|00000
对策|00000
措施|00000
并|00000
报告|00000
群|00000
测|00000
群防|00000
网络|00000
建设|00000
完善|00000
培训|00000
市卫生|00000
受伤|00000
现场|00000
医疗|00000
救治|00000
转运|00000
院内|00000
卫生防疫|00000
向|00000
伤员|00000
数量|00000
状态|00000
路段|00000
抢修|00000
恢复|00000
交通|00000
运输|00000
舆|00000
情|00000
监控|00000
引导|00000
灾区|00000
治安|00000
保卫|00000
秩序|00000
维持|00000
动员|00000
疏散|00000
村民|00000
危急|00000
时|00000
可|00000
指令|00000
强制|00000
避灾|00000
市民政局|00000
善后|00000
处理|00000
市水务局|00000
水情|00000
汛情|00000
次生|00000
洪涝|00000
供水|00000
设施|00000
保护|00000
市住房城乡建设委|00000
危房|00000
消除|00000
可能|00000
城市管理委|00000
供气|00000
公共|00000
正常|00000
运行|00000
当地|00000
政府|00000
各类|00000
各级|00000
学校|00000
师生|00000
撤离|00000
地带|00000
修复|00000
损毁|00000
校舍|00000
调配|00000
教学|00000
资源|00000
解决|00000
学生|00000
就学|00000
问题|00000
动物|00000
疫病|00000
控制|00000
扑灭|00000
加强|00000
疫情|00000
切实|00000
采取|00000
有效|00000
防止|00000
暴发|00000
流行|00000
市发展改革委|00000
基础|00000
项目|00000
投资|00000
计划|00000
争取|00000
国家发展改革委|00000
中央|00000
预算|00000
支持|00000
决策|00000
灾后|00000
重建|00000
提供|00000
资金|00000
市文化和旅游局|00000
旅游|00000
景区|00000
游客|00000
市气象局|00000
预警|00000
预报|00000
所|00000
气象|00000
资料|00000
信息|00000
条件|00000
市通信管理局|00000
督促|00000
电信|00000
运营|00000
企业|00000
铁塔|00000
公司|00000
尽快|00000
损|00000
依托|00000
通信|00000
过程|00000
市粮食和物资局|00000
动用|00000
按|00000
程序|00000
物资|00000
调运|00000
市商务局|00000
后|00000
方便|00000
食品|00000
瓶装|00000
水|00000
必需品|00000
调拨|00000
供应|00000
电力|00000
用|00000
电|00000
市消防救援总队|00000
事发|00000
区域|00000
搜救|00000
参与|00000
辖区|00000
专家|00000
咨询组|00000
聘请|00000
领域|00000
排查|00000
判断|00000
致灾|00000
原因|00000
建议|00000
科学|00000
快速|00000
咨询|00000
技术|00000
制订|00000
意见|00000
群测|00000
专业|00000
巡查|00000
相|00000
方式|00000
隐患点|00000
所在区|00000
乡镇|00000
村|00000
企事业|00000
明确|00000
责任人|00000
内容|00000
频次|00000
方法|00000
环境|00000
总站|00000
实施|00000
新|00000
发现|00000
已|00000
目录|00000
信息化|00000
系统|00000
逐步|00000
提升|00000
自动化|00000
水平|00000
要|00000
制度|00000
蓟州|00000
山区|00000
点|00000
评估|00000
登记|00000
台账|00000
定期|00000
检查|00000
责令|00000
城乡|00000
水务|00000
年度|00000
发育|00000
会同|00000
本级|00000
每年|00000
年初|00000
拟定|00000
标明|00000
对象|00000
重点|00000
防范期|00000
具体|00000
确定|00000
责任|00000
防|00000
手段|00000
严格|00000
“|00000
查|00000
汛前|00000
排|00000
汛|00000
汛后|00000
核查|00000
着力|00000
协同|00000
管辖|00000
防灾|00000
避险|00000
查出|00000
危险|00000
将|00000
委员会|00000
涉及|00000
明白卡|00000
